Chromosome,Start,End,peak_id
chr17,75228266,75228767,134431
chr17,75238610,75239111,134432
chr17,75240566,75241067,134433
chr17,75242296,75242797,134434
chr17,75244470,75244971,134435
chr17,75250000,75250501,134436
chr17,75251449,75251950,134437
chr17,75255898,75256399,134438
chr17,75261396,75261897,134439
chr17,75260688,75261189,134440
chr17,75266923,75267424,134441
chr17,75268829,75269330,134442
chr17,75271066,75271567,134443
chr17,75270547,75271048,134444
chr17,75271629,75272130,134445
chr17,75288624,75289125,134446
chr17,75289270,75289771,134447
chr17,75289957,75290458,134448
chr17,75292737,75293238,134449
chr17,75295628,75296129,134450
chr17,75295018,75295519,134451
chr17,75297472,75297973,134452
chr17,75298049,75298550,134453
chr17,75301712,75302213,134454
chr17,75300995,75301496,134455
chr17,75307187,75307688,134456
chr17,75309148,75309649,134457
chr17,75312000,75312501,134458
chr17,75312501,75313002,134459
chr17,75313805,75314306,134460
chr17,75315888,75316389,134461
chr17,75316491,75316992,134462
chr17,75319759,75320260,134463
chr17,75323000,75323501,134464
chr17,75326535,75327036,134465
chr17,75325743,75326244,134466
chr17,75329130,75329631,134467
chr17,75331637,75332138,134468
chr17,75332795,75333296,134469
chr17,75335348,75335849,134470
chr17,75337001,75337502,134471
chr17,75338724,75339225,134472
chr17,75339304,75339805,134473
chr17,75342050,75342551,134474
chr17,75345744,75346245,134475
chr17,75344676,75345177,134476
chr17,75346819,75347320,134477
chr17,75346265,75346766,134478
chr17,75347530,75348031,134479
chr17,75348305,75348806,134480
chr17,75352245,75352746,134481
chr17,75353127,75353628,134482
chr17,75354174,75354675,134483
chr17,75356548,75357049,134484
chr17,75360657,75361158,134485
chr17,75361300,75361801,134486
chr17,75363040,75363541,134487
chr17,75364006,75364507,134488
chr17,75365351,75365852,134489
chr17,75371290,75371791,134490
chr17,75371883,75372384,134491
chr17,75376246,75376747,134492
chr17,75378512,75379013,134493
chr17,75383545,75384046,134494
chr17,75386355,75386856,134495
chr17,75393746,75394247,134496
chr17,75394603,75395104,134497
chr17,75405523,75406024,134498
chr17,75404299,75404800,134499
chr17,75404872,75405373,134500
chr17,75411264,75411765,134501
chr17,75412542,75413043,134502
chr17,75413951,75414452,134503
chr17,75415343,75415844,134504
chr17,75418531,75419032,134505
chr17,75420605,75421106,134506
chr17,75426243,75426744,134507
chr17,75428755,75429256,134508
chr17,75435918,75436419,134509
chr17,75454037,75454538,134510
chr17,75456299,75456800,134511
chr17,75459828,75460329,134512
chr17,75480813,75481314,134513
chr17,75486062,75486563,134514
chr17,75487594,75488095,134515
chr17,75498031,75498532,134516
chr17,75498825,75499326,134517
chr17,75504229,75504730,134518
chr17,75516211,75516712,134519
chr17,75515710,75516211,134520
chr17,75517494,75517995,134521
chr17,75516925,75517426,134522
chr17,75518137,75518638,134523
chr17,75525358,75525859,134524
chr17,75524777,75525278,134525
chr17,75525865,75526366,134526
chr17,75535009,75535510,134527
chr17,75540895,75541396,134528
chr17,75544230,75544731,134529
chr17,75548802,75549303,134530
chr17,75551128,75551629,134531
chr17,75553272,75553773,134532
chr17,75566746,75567247,134533
chr17,75567912,75568413,134534
chr17,75569774,75570275,134535
chr17,75571118,75571619,134536
chr17,75574620,75575121,134537
chr17,75581028,75581529,134538
chr17,75581757,75582258,134539
chr17,75588117,75588618,134540
chr17,75587560,75588061,134541
chr17,75589022,75589523,134542
chr17,75594491,75594992,134543
chr17,75601134,75601635,134544
chr17,75602965,75603466,134545
chr17,75604076,75604577,134546
chr17,75619921,75620422,134547
chr17,75625840,75626341,134548
chr17,75632877,75633378,134549
chr17,75633800,75634301,134550
chr17,75635516,75636017,134551
chr17,75639825,75640326,134552
chr17,75642566,75643067,134553
chr17,75644828,75645329,134554
chr17,75645988,75646489,134555
chr17,75647803,75648304,134556
chr17,75652814,75653315,134557
chr17,75653916,75654417,134558
chr17,75664011,75664512,134559
chr17,75667031,75667532,134560
chr17,75674912,75675413,134561
chr17,75686201,75686702,134562
chr17,75688162,75688663,134563
chr17,75688777,75689278,134564
chr17,75689477,75689978,134565
chr17,75691356,75691857,134566
chr17,75695220,75695721,134567
chr17,75707147,75707648,134568
chr17,75706322,75706823,134569
chr17,75712443,75712944,134570
chr17,75721091,75721592,134571
chr17,75720490,75720991,134572
chr17,75722949,75723450,134573
chr17,75734650,75735151,134574
chr17,75738073,75738574,134575
chr17,75742168,75742669,134576
chr17,75747752,75748253,134577
chr17,75749805,75750306,134578
chr17,75752829,75753330,134579
chr17,75753598,75754099,134580
chr17,75755960,75756461,134581
chr17,75755101,75755602,134582
chr17,75764492,75764993,134583
chr17,75773123,75773624,134584
chr17,75776340,75776841,134585
chr17,75777957,75778458,134586
chr17,75779681,75780182,134587
chr17,75779012,75779513,134588
chr17,75782977,75783478,134589
chr17,75784803,75785304,134590
chr17,75785897,75786398,134591
chr17,75799368,75799869,134592
chr17,75800939,75801440,134593
chr17,75802102,75802603,134594
chr17,75808959,75809460,134595
chr17,75810195,75810696,134596
chr17,75819023,75819524,134597
chr17,75822000,75822501,134598
chr17,75827625,75828126,134599
chr17,75829997,75830498,134600
chr17,75831122,75831623,134601
chr17,75832049,75832550,134602
chr17,75832580,75833081,134603
chr17,75833166,75833667,134604
chr17,75834260,75834761,134605
chr17,75844144,75844645,134606
chr17,75845126,75845627,134607
chr17,75843572,75844073,134608
chr17,75848356,75848857,134609
chr17,75849770,75850271,134610
chr17,75855311,75855812,134611
chr17,75858625,75859126,134612
chr17,75861244,75861745,134613
chr17,75864335,75864836,134614
chr17,75864851,75865352,134615
chr17,75872679,75873180,134616
chr17,75875969,75876470,134617
chr17,75877737,75878238,134618
chr17,75878498,75878999,134619
chr17,75877218,75877719,134620
chr17,75879193,75879694,134621
chr17,75881847,75882348,134622
chr17,75882923,75883424,134623
chr17,75885386,75885887,134624
chr17,75884753,75885254,134625
chr17,75888378,75888879,134626
chr17,75889421,75889922,134627
chr17,75896284,75896785,134628
chr17,75895405,75895906,134629
chr17,75896789,75897290,134630
chr17,75904749,75905250,134631
chr17,75913176,75913677,134632
chr17,75913750,75914251,134633
chr17,75917378,75917879,134634
chr17,75927267,75927768,134635
chr17,75940876,75941377,134636
chr17,75951032,75951533,134637
chr17,75953414,75953915,134638
chr17,75963565,75964066,134639
chr17,75968981,75969482,134640
chr17,75969926,75970427,134641
chr17,75979295,75979796,134642
chr17,75983512,75984013,134643
chr17,75988536,75989037,134644
chr17,75991867,75992368,134645
chr17,75997179,75997680,134646
chr17,75996667,75997168,134647
chr17,76000344,76000845,134648
chr17,76005240,76005741,134649
chr17,76014146,76014647,134650
chr17,76021402,76021903,134651
chr17,76027255,76027756,134652
chr17,76029342,76029843,134653
chr17,76035831,76036332,134654
chr17,76048715,76049216,134655
chr17,76048016,76048517,134656
chr17,76049677,76050178,134657
chr17,76053828,76054329,134658
chr17,76056839,76057340,134659
chr17,76063807,76064308,134660
chr17,76070951,76071452,134661
chr17,76072300,76072801,134662
chr17,76071674,76072175,134663
chr17,76075195,76075696,134664
chr17,76076223,76076724,134665
chr17,76076854,76077355,134666
chr17,76077541,76078042,134667
chr17,76078280,76078781,134668
chr17,76080177,76080678,134669
chr17,76083784,76084285,134670
chr17,76091525,76092026,134671
chr17,76092938,76093439,134672
chr17,76103580,76104081,134673
chr17,76106454,76106955,134674
chr17,76111879,76112380,134675
chr17,76121357,76121858,134676
chr17,76121897,76122398,134677
chr17,76130519,76131020,134678
chr17,76131103,76131604,134679
chr17,76133616,76134117,134680
chr17,76135347,76135848,134681
chr17,76139868,76140369,134682
chr17,76140374,76140875,134683
chr17,76141115,76141616,134684
chr17,76143392,76143893,134685
chr17,76145261,76145762,134686
chr17,76145974,76146475,134687
chr17,76149196,76149697,134688
chr17,76150918,76151419,134689
chr17,76151795,76152296,134690
chr17,76160827,76161328,134691
chr17,76164610,76165111,134692
chr17,76166144,76166645,134693
chr17,76168493,76168994,134694
chr17,76178096,76178597,134695
chr17,76179804,76180305,134696
chr17,76181205,76181706,134697
chr17,76182137,76182638,134698
chr17,76187716,76188217,134699
chr17,76191860,76192361,134700
chr17,76192671,76193172,134701
chr17,76199417,76199918,134702
chr17,76203278,76203779,134703
chr17,76204291,76204792,134704
chr17,76208044,76208545,134705
chr17,76224055,76224556,134706
chr17,76228080,76228581,134707
chr17,76234227,76234728,134708
chr17,76240325,76240826,134709
chr17,76240837,76241338,134710
chr17,76244019,76244520,134711
chr17,76246373,76246874,134712
chr17,76252093,76252594,134713
chr17,76256596,76257097,134714
chr17,76262900,76263401,134715
chr17,76264824,76265325,134716
chr17,76265701,76266202,134717
chr17,76268135,76268636,134718
chr17,76270086,76270587,134719
chr17,76270629,76271130,134720
chr17,76271999,76272500,134721
chr17,76272756,76273257,134722
chr17,76273724,76274225,134723
chr17,76275949,76276450,134724
chr17,76277660,76278161,134725
chr17,76279421,76279922,134726
chr17,76282958,76283459,134727
chr17,76286929,76287430,134728
chr17,76292281,76292782,134729
chr17,76299078,76299579,134730
chr17,76302489,76302990,134731
chr17,76303057,76303558,134732
chr17,76304190,76304691,134733
chr17,76309393,76309894,134734
chr17,76314804,76315305,134735
chr17,76327634,76328135,134736
chr17,76353674,76354175,134737
chr17,76353159,76353660,134738
chr17,76354825,76355326,134739
chr17,76357746,76358247,134740
chr17,76361272,76361773,134741
chr17,76363068,76363569,134742
chr17,76365436,76365937,134743
chr17,76368534,76369035,134744
chr17,76370292,76370793,134745
chr17,76373317,76373818,134746
chr17,76375423,76375924,134747
chr17,76378582,76379083,134748
chr17,76381274,76381775,134749
chr17,76381877,76382378,134750
chr17,76384988,76385489,134751
chr17,76385693,76386194,134752
chr17,76383729,76384230,134753
chr17,76384290,76384791,134754
chr17,76382957,76383458,134755
chr17,76387862,76388363,134756
chr17,76389268,76389769,134757
chr17,76397933,76398434,134758
chr17,76398673,76399174,134759
chr17,76406206,76406707,134760
chr17,76405521,76406022,134761
chr17,76406891,76407392,134762
chr17,76407396,76407897,134763
chr17,76408459,76408960,134764
chr17,76414551,76415052,134765
chr17,76417605,76418106,134766
chr17,76418249,76418750,134767
chr17,76423624,76424125,134768
chr17,76427734,76428235,134769
chr17,76432627,76433128,134770
chr17,76433654,76434155,134771
chr17,76441864,76442365,134772
chr17,76442862,76443363,134773
chr17,76446412,76446913,134774
chr17,76453047,76453548,134775
chr17,76452333,76452834,134776
chr17,76458481,76458982,134777
chr17,76460471,76460972,134778
chr17,76465901,76466402,134779
chr17,76468149,76468650,134780
chr17,76471176,76471677,134781
chr17,76473519,76474020,134782
chr17,76476232,76476733,134783
chr17,76479592,76480093,134784
chr17,76481057,76481558,134785
chr17,76481842,76482343,134786
chr17,76482561,76483062,134787
chr17,76483529,76484030,134788
chr17,76484678,76485179,134789
chr17,76485468,76485969,134790
chr17,76488713,76489214,134791
chr17,76493073,76493574,134792
chr17,76493800,76494301,134793
chr17,76491695,76492196,134794
chr17,76492209,76492710,134795
chr17,76498749,76499250,134796
chr17,76498149,76498650,134797
chr17,76500066,76500567,134798
chr17,76501293,76501794,134799
chr17,76504033,76504534,134800
chr17,76506371,76506872,134801
chr17,76511640,76512141,134802
chr17,76515354,76515855,134803
chr17,76523011,76523512,134804
chr17,76527772,76528273,134805
chr17,76528469,76528970,134806
chr17,76529226,76529727,134807
chr17,76530333,76530834,134808
chr17,76533177,76533678,134809
chr17,76534538,76535039,134810
chr17,76537519,76538020,134811
chr17,76538253,76538754,134812
chr17,76540760,76541261,134813
chr17,76543454,76543955,134814
chr17,76547256,76547757,134815
chr17,76550985,76551486,134816
chr17,76553181,76553682,134817
chr17,76557423,76557924,134818
chr17,76556911,76557412,134819
chr17,76561256,76561757,134820
chr17,76563364,76563865,134821
chr17,76565185,76565686,134822
chr17,76567652,76568153,134823
chr17,76568894,76569395,134824
chr17,76572505,76573006,134825
chr17,76574125,76574626,134826
chr17,76579226,76579727,134827
chr17,76585902,76586403,134828
chr17,76585064,76585565,134829
chr17,76597215,76597716,134830
chr17,76597867,76598368,134831
chr17,76598404,76598905,134832
chr17,76599669,76600170,134833
chr17,76601630,76602131,134834
chr17,76605217,76605718,134835
chr17,76611328,76611829,134836
chr17,76613117,76613618,134837
chr17,76614135,76614636,134838
chr17,76621561,76622062,134839
chr17,76623278,76623779,134840
chr17,76623828,76624329,134841
chr17,76628735,76629236,134842
chr17,76640876,76641377,134843
chr17,76643556,76644057,134844
chr17,76654382,76654883,134845
chr17,76656816,76657317,134846
chr17,76658306,76658807,134847
chr17,76659776,76660277,134848
chr17,76671561,76672062,134849
chr17,76671024,76671525,134850
chr17,76678366,76678867,134851
chr17,76679039,76679540,134852
chr17,76681640,76682141,134853
chr17,76682189,76682690,134854
chr17,76681125,76681626,134855
chr17,76683065,76683566,134856
chr17,76688081,76688582,134857
chr17,76696631,76697132,134858
chr17,76697248,76697749,134859
chr17,76700545,76701046,134860
chr17,76710199,76710700,134861
chr17,76710864,76711365,134862
chr17,76713262,76713763,134863
chr17,76715184,76715685,134864
chr17,76716064,76716565,134865
chr17,76725783,76726284,134866
chr17,76726457,76726958,134867
chr17,76727956,76728457,134868
chr17,76736277,76736778,134869
chr17,76737252,76737753,134870
chr17,76747956,76748457,134871
chr17,76751953,76752454,134872
chr17,76752938,76753439,134873
chr17,76753439,76753940,134874
chr17,76772756,76773257,134875
chr17,76777251,76777752,134876
chr17,76781481,76781982,134877
chr17,76786878,76787379,134878
chr17,76791350,76791851,134879
chr17,76805247,76805748,134880
chr17,76806772,76807273,134881
chr17,76811518,76812019,134882
chr17,76816495,76816996,134883
chr17,76820005,76820506,134884
chr17,76824059,76824560,134885
chr17,76826697,76827198,134886
chr17,76839636,76840137,134887
chr17,76841858,76842359,134888
chr17,76843807,76844308,134889
chr17,76844682,76845183,134890
chr17,76846369,76846870,134891
chr17,76848607,76849108,134892
chr17,76868111,76868612,134893
chr17,76870330,76870831,134894
chr17,76872340,76872841,134895
chr17,76875537,76876038,134896
chr17,76897029,76897530,134897
chr17,76902997,76903498,134898
chr17,76909826,76910327,134899
chr17,76924920,76925421,134900
chr17,76947810,76948311,134901
chr17,76956814,76957315,134902
chr17,76958048,76958549,134903
chr17,76968924,76969425,134904
chr17,76969689,76970190,134905
chr17,76981492,76981993,134906
chr17,76982351,76982852,134907
chr17,76982901,76983402,134908
chr17,76987405,76987906,134909
chr17,76992346,76992847,134910
chr17,76995258,76995759,134911
chr17,76998047,76998548,134912
chr17,77006978,77007479,134913
chr17,77011119,77011620,134914
chr17,77027232,77027733,134915
chr17,77036920,77037421,134916
chr17,77056196,77056697,134917
chr17,77066695,77067196,134918
chr17,77070467,77070968,134919
chr17,77072627,77073128,134920
chr17,77078996,77079497,134921
chr17,77083572,77084073,134922
chr17,77084607,77085108,134923
chr17,77085846,77086347,134924
chr17,77086451,77086952,134925
chr17,77088478,77088979,134926
chr17,77090395,77090896,134927
chr17,77096418,77096919,134928
chr17,77098862,77099363,134929
chr17,77099973,77100474,134930
chr17,77101748,77102249,134931
chr17,77107435,77107936,134932
chr17,77106805,77107306,134933
chr17,77109207,77109708,134934
chr17,77109981,77110482,134935
chr17,77111904,77112405,134936
chr17,77115451,77115952,134937
chr17,77117115,77117616,134938
chr17,77122466,77122967,134939
chr17,77124211,77124712,134940
chr17,77127861,77128362,134941
chr17,77140362,77140863,134942
chr17,77139758,77140259,134943
chr17,77140968,77141469,134944
chr17,77146152,77146653,134945
chr17,77145215,77145716,134946
chr17,77146829,77147330,134947
chr17,77147343,77147844,134948
chr17,77154090,77154591,134949
chr17,77157720,77158221,134950
chr17,77162019,77162520,134951
chr17,77164509,77165010,134952
chr17,77165784,77166285,134953
chr17,77172969,77173470,134954
chr17,77182173,77182674,134955
chr17,77186021,77186522,134956
chr17,77187067,77187568,134957
chr17,77189029,77189530,134958
chr17,77188049,77188550,134959
chr17,77189650,77190151,134960
chr17,77190509,77191010,134961
chr17,77200735,77201236,134962
chr17,77203386,77203887,134963
chr17,77206512,77207013,134964
chr17,77205653,77206154,134965
chr17,77208295,77208796,134966
chr17,77210259,77210760,134967
chr17,77210991,77211492,134968
chr17,77212397,77212898,134969
chr17,77214640,77215141,134970
chr17,77216257,77216758,134971
chr17,77217575,77218076,134972
chr17,77220850,77221351,134973
chr17,77224338,77224839,134974
chr17,77225217,77225718,134975
chr17,77233815,77234316,134976
chr17,77235489,77235990,134977
chr17,77234651,77235152,134978
chr17,77245114,77245615,134979
chr17,77246932,77247433,134980
chr17,77255349,77255850,134981
chr17,77261289,77261790,134982
chr17,77262931,77263432,134983
chr17,77264546,77265047,134984
chr17,77266957,77267458,134985
chr17,77274098,77274599,134986
chr17,77273562,77274063,134987
chr17,77277682,77278183,134988
chr17,77279871,77280372,134989
chr17,77280970,77281471,134990
chr17,77280407,77280908,134991
chr17,77285663,77286164,134992
chr17,77291953,77292454,134993
chr17,77295516,77296017,134994
chr17,77296157,77296658,134995
chr17,77305066,77305567,134996
chr17,77308705,77309206,134997
chr17,77311584,77312085,134998
chr17,77315443,77315944,134999
chr17,77316934,77317435,135000
chr17,77319229,77319730,135001
chr17,77320729,77321230,135002
chr17,77322936,77323437,135003
chr17,77323617,77324118,135004
chr17,77325132,77325633,135005
chr17,77326109,77326610,135006
chr17,77328040,77328541,135007
chr17,77331415,77331916,135008
chr17,77332008,77332509,135009
chr17,77332904,77333405,135010
chr17,77338561,77339062,135011
chr17,77342294,77342795,135012
chr17,77341457,77341958,135013
chr17,77343409,77343910,135014
chr17,77345477,77345978,135015
chr17,77347504,77348005,135016
chr17,77351027,77351528,135017
chr17,77355199,77355700,135018
chr17,77356069,77356570,135019
chr17,77356587,77357088,135020
chr17,77362152,77362653,135021
chr17,77362724,77363225,135022
chr17,77363965,77364466,135023
chr17,77365670,77366171,135024
chr17,77366855,77367356,135025
chr17,77372781,77373282,135026
chr17,77373607,77374108,135027
chr17,77374206,77374707,135028
chr17,77376235,77376736,135029
chr17,77382462,77382963,135030
chr17,77384589,77385090,135031
chr17,77386155,77386656,135032
chr17,77388317,77388818,135033
chr17,77389724,77390225,135034
chr17,77389187,77389688,135035
chr17,77391871,77392372,135036
chr17,77393267,77393768,135037
chr17,77400520,77401021,135038
chr17,77399942,77400443,135039
chr17,77404758,77405259,135040
chr17,77405865,77406366,135041
chr17,77409708,77410209,135042
chr17,77411184,77411685,135043
chr17,77412827,77413328,135044
chr17,77420950,77421451,135045
chr17,77421514,77422015,135046
chr17,77419728,77420229,135047
chr17,77420348,77420849,135048
chr17,77424812,77425313,135049
chr17,77428202,77428703,135050
chr17,77429333,77429834,135051
chr17,77430017,77430518,135052
chr17,77427615,77428116,135053
chr17,77426237,77426738,135054
chr17,77426746,77427247,135055
chr17,77428710,77429211,135056
chr17,77430756,77431257,135057
chr17,77431914,77432415,135058
chr17,77433722,77434223,135059
chr17,77435161,77435662,135060
chr17,77436984,77437485,135061
chr17,77438699,77439200,135062
chr17,77439587,77440088,135063
chr17,77440470,77440971,135064
chr17,77441339,77441840,135065
chr17,77445326,77445827,135066
chr17,77446102,77446603,135067
chr17,77444817,77445318,135068
chr17,77451193,77451694,135069
chr17,77451893,77452394,135070
chr17,77453707,77454208,135071
chr17,77454370,77454871,135072
chr17,77455041,77455542,135073
chr17,77456152,77456653,135074
chr17,77457196,77457697,135075
chr17,77459237,77459738,135076
chr17,77458196,77458697,135077
chr17,77459973,77460474,135078
chr17,77460694,77461195,135079
chr17,77462011,77462512,135080
chr17,77462749,77463250,135081
chr17,77465547,77466048,135082
chr17,77471380,77471881,135083
chr17,77472701,77473202,135084
chr17,77470596,77471097,135085
chr17,77473522,77474023,135086
chr17,77474971,77475472,135087
chr17,77476474,77476975,135088
chr17,77477713,77478214,135089
chr17,77478284,77478785,135090
chr17,77479327,77479828,135091
chr17,77480774,77481275,135092
chr17,77483058,77483559,135093
chr17,77484040,77484541,135094
chr17,77485168,77485669,135095
chr17,77486517,77487018,135096
chr17,77489398,77489899,135097
chr17,77491813,77492314,135098
chr17,77493471,77493972,135099
chr17,77494843,77495344,135100
chr17,77494069,77494570,135101
chr17,77496440,77496941,135102
chr17,77500972,77501473,135103
chr17,77502204,77502705,135104
chr17,77503164,77503665,135105
chr17,77508299,77508800,135106
chr17,77508972,77509473,135107
chr17,77509475,77509976,135108
chr17,77516774,77517275,135109
chr17,77524494,77524995,135110
chr17,77525515,77526016,135111
chr17,77527929,77528430,135112
chr17,77528582,77529083,135113
chr17,77532868,77533369,135114
chr17,77533413,77533914,135115
chr17,77534394,77534895,135116
chr17,77535824,77536325,135117
chr17,77537456,77537957,135118
chr17,77542634,77543135,135119
chr17,77544662,77545163,135120
chr17,77546929,77547430,135121
chr17,77548919,77549420,135122
chr17,77553738,77554239,135123
chr17,77555669,77556170,135124
chr17,77560901,77561402,135125
chr17,77562415,77562916,135126
chr17,77565871,77566372,135127
chr17,77567660,77568161,135128
chr17,77571508,77572009,135129
chr17,77572219,77572720,135130
chr17,77573986,77574487,135131
chr17,77579662,77580163,135132
chr17,77589698,77590199,135133
chr17,77590967,77591468,135134
chr17,77592499,77593000,135135
chr17,77594772,77595273,135136
chr17,77596806,77597307,135137
chr17,77600998,77601499,135138
chr17,77603579,77604080,135139
chr17,77610156,77610657,135140
chr17,77610811,77611312,135141
chr17,77612053,77612554,135142
chr17,77618097,77618598,135143
chr17,77627997,77628498,135144
chr17,77634673,77635174,135145
chr17,77645567,77646068,135146
chr17,77644970,77645471,135147
chr17,77646285,77646786,135148
chr17,77648901,77649402,135149
chr17,77654016,77654517,135150
chr17,77664946,77665447,135151
chr17,77666785,77667286,135152
chr17,77670145,77670646,135153
chr17,77678512,77679013,135154
chr17,77685027,77685528,135155
chr17,77690532,77691033,135156
chr17,77691107,77691608,135157
chr17,77692512,77693013,135158
chr17,77695967,77696468,135159
chr17,77696603,77697104,135160
chr17,77697548,77698049,135161
chr17,77702030,77702531,135162
chr17,77714809,77715310,135163
chr17,77716946,77717447,135164
chr17,77724867,77725368,135165
chr17,77728135,77728636,135166
chr17,77733848,77734349,135167
chr17,77735186,77735687,135168
chr17,77734541,77735042,135169
chr17,77741048,77741549,135170
chr17,77742885,77743386,135171
chr17,77769252,77769753,135172
chr17,77772361,77772862,135173
chr17,77772942,77773443,135174
chr17,77777948,77778449,135175
chr17,77783978,77784479,135176
chr17,77794741,77795242,135177
chr17,77797085,77797586,135178
chr17,77797980,77798481,135179
chr17,77809756,77810257,135180
chr17,77815415,77815916,135181
chr17,77821018,77821519,135182
chr17,77830385,77830886,135183
chr17,77834434,77834935,135184
chr17,77836673,77837174,135185
chr17,77838842,77839343,135186
chr17,77842524,77843025,135187
chr17,77843475,77843976,135188
chr17,77843976,77844477,135189
chr17,77845638,77846139,135190
chr17,77846414,77846915,135191
chr17,77847320,77847821,135192
chr17,77848263,77848764,135193
chr17,77853960,77854461,135194
chr17,77854574,77855075,135195
chr17,77856766,77857267,135196
chr17,77857537,77858038,135197
chr17,77863660,77864161,135198
chr17,77864596,77865097,135199
chr17,77867428,77867929,135200
chr17,77869679,77870180,135201
chr17,77872174,77872675,135202
chr17,77873432,77873933,135203
chr17,77875854,77876355,135204
chr17,77876990,77877491,135205
chr17,77881487,77881988,135206
chr17,77882434,77882935,135207
chr17,77883997,77884498,135208
chr17,77886311,77886812,135209
chr17,77887521,77888022,135210
chr17,77888199,77888700,135211
chr17,77893305,77893806,135212
chr17,77898766,77899267,135213
chr17,77899437,77899938,135214
chr17,77914546,77915047,135215
chr17,77916688,77917189,135216
chr17,77918266,77918767,135217
chr17,77921649,77922150,135218
chr17,77923630,77924131,135219
chr17,77924990,77925491,135220
chr17,77926906,77927407,135221
chr17,77928763,77929264,135222
chr17,77928152,77928653,135223
chr17,77929314,77929815,135224
chr17,77933729,77934230,135225
chr17,77934932,77935433,135226
chr17,77947193,77947694,135227
chr17,77949375,77949876,135228
chr17,77958282,77958783,135229
chr17,77957681,77958182,135230
chr17,77963406,77963907,135231
chr17,77964137,77964638,135232
chr17,77974421,77974922,135233
chr17,77984434,77984935,135234
chr17,77990253,77990754,135235
chr17,77995009,77995510,135236
chr17,77997892,77998393,135237
chr17,78000175,78000676,135238
chr17,78010716,78011217,135239
chr17,78013592,78014093,135240
chr17,78019320,78019821,135241
chr17,78020650,78021151,135242
chr17,78020138,78020639,135243
chr17,78026361,78026862,135244
chr17,78030257,78030758,135245
chr17,78040765,78041266,135246
chr17,78045255,78045756,135247
chr17,78082938,78083439,135248
chr17,78082306,78082807,135249
chr17,78083440,78083941,135250
chr17,78084910,78085411,135251
chr17,78086509,78087010,135252
chr17,78089556,78090057,135253
chr17,78090196,78090697,135254
chr17,78103741,78104242,135255
chr17,78105886,78106387,135256
chr17,78107356,78107857,135257
chr17,78112569,78113070,135258
chr17,78113712,78114213,135259
chr17,78117314,78117815,135260
chr17,78121109,78121610,135261
chr17,78122123,78122624,135262
chr17,78122657,78123158,135263
chr17,78124444,78124945,135264
chr17,78123941,78124442,135265
chr17,78127121,78127622,135266
chr17,78128961,78129462,135267
chr17,78130436,78130937,135268
chr17,78129594,78130095,135269
chr17,78132265,78132766,135270
chr17,78131553,78132054,135271
chr17,78134088,78134589,135272
chr17,78137439,78137940,135273
chr17,78140324,78140825,135274
chr17,78144186,78144687,135275
chr17,78147514,78148015,135276
chr17,78153320,78153821,135277
chr17,78155086,78155587,135278
chr17,78159458,78159959,135279
chr17,78159988,78160489,135280
chr17,78162114,78162615,135281
chr17,78168323,78168824,135282
chr17,78168845,78169346,135283
chr17,78171271,78171772,135284
chr17,78172261,78172762,135285
chr17,78173340,78173841,135286
chr17,78174191,78174692,135287
chr17,78176481,78176982,135288
chr17,78179377,78179878,135289
chr17,78180041,78180542,135290
chr17,78180886,78181387,135291
chr17,78186975,78187476,135292
chr17,78186324,78186825,135293
chr17,78192529,78193030,135294
chr17,78193076,78193577,135295
chr17,78198793,78199294,135296
chr17,78204602,78205103,135297
chr17,78206251,78206752,135298
chr17,78213948,78214449,135299
chr17,78226820,78227321,135300
chr17,78227484,78227985,135301
chr17,78230540,78231041,135302
chr17,78231868,78232369,135303
chr17,78232797,78233298,135304
chr17,78237360,78237861,135305
chr17,78238740,78239241,135306
chr17,78239321,78239822,135307
chr17,78241422,78241923,135308
chr17,78242287,78242788,135309
chr17,78250844,78251345,135310
chr17,78251463,78251964,135311
chr17,78252211,78252712,135312
chr17,78254381,78254882,135313
chr17,78255925,78256426,135314
chr17,78257695,78258196,135315
chr17,78258499,78259000,135316
chr17,78260996,78261497,135317
chr17,78262184,78262685,135318
chr17,78263128,78263629,135319
chr17,78265191,78265692,135320
chr17,78272542,78273043,135321
chr17,78271805,78272306,135322
chr17,78276444,78276945,135323
chr17,78278337,78278838,135324
chr17,78284115,78284616,135325
chr17,78285049,78285550,135326
chr17,78285758,78286259,135327
chr17,78287323,78287824,135328
chr17,78289709,78290210,135329
chr17,78293117,78293618,135330
chr17,78293834,78294335,135331
chr17,78294699,78295200,135332
chr17,78297606,78298107,135333
chr17,78299905,78300406,135334
chr17,78301213,78301714,135335
chr17,78305758,78306259,135336
chr17,78306855,78307356,135337
chr17,78311480,78311981,135338
chr17,78314185,78314686,135339
chr17,78313658,78314159,135340
chr17,78315703,78316204,135341
chr17,78317419,78317920,135342
chr17,78316750,78317251,135343
chr17,78318782,78319283,135344
chr17,78324450,78324951,135345
chr17,78323795,78324296,135346
chr17,78325228,78325729,135347
chr17,78329337,78329838,135348
chr17,78331943,78332444,135349
chr17,78332969,78333470,135350
chr17,78337392,78337893,135351
chr17,78338801,78339302,135352
chr17,78343053,78343554,135353
chr17,78343628,78344129,135354
chr17,78341657,78342158,135355
chr17,78342356,78342857,135356
chr17,78348311,78348812,135357
chr17,78349814,78350315,135358
chr17,78351376,78351877,135359
chr17,78352760,78353261,135360
chr17,78354181,78354682,135361
chr17,78355161,78355662,135362
